Artist,Title,Grammar,Vocabulary,Culture,Country,Other,,,,,,
La Navidad,Rodolfo el reno,,,Belinda singing,, http://www.youtube.com/watch?v=EjwE7c1ZvWk&feature=related,,,,,,
La Navidad,Rodolfo el reno,,,Thalia singing,,http://www.youtube.com/watch?v=KkleYgl8CKY&feature=related,,,,,,
La Navidad,Santa Claus llegó a la ciudad,,,Andrea Boccelli,,http://www.youtube.com/watch?v=05NNVuLtV1s&feature=related,,,,,,
La Navidad,Silent Night with messages in Spanish,,,,,http://www.youtube.com/watch?v=Y3UHKu7ykR0&feature=player_embedded,,,,,,
La Navidad,Sobre el tejado,,,with letras,,http://www.youtube.com/watch?v=Aizq5OEgc3o&feature=related,,,,,,
La Navidad,Ven a Cantar,,,La Hermandad singing,,http://www.youtube.com/watch?v=Vau-WGPmasQ&feature=related   ;  with letras http://www.youtube.com/watch?v=cqvBKonvhH4&feature=related ,,,,,,
La Navidad (Celia Cruz),Soy Feliz,,,,,http://www.youtube.com/watch?v=YgW8bEkxyec&feature=related,,,,,,
La Navidad (Los Tres Tenors),Feliz Navidad   ,,,,Spain,http://www.youtube.com/watch?v=-mGuEkN62M0&feature=related,,,,,,
La Navidad (Tania),La Parranda de Navidad,,,,Venezuela,http://www.youtube.com/watch?v=Yoc3AOJ_8i8&feature=related,,,,,,
La Navidad (Victor Manuelle),"Lechón, Lechón, Lechón",,Lechón,,Puerto Rico,http://www.youtube.com/watch?v=CQt8WUEXOxw&feature=related,,,,,,
"La Navidad, Ana Belén",Sombras de Otros Tiempos,,,from Home Alone,,http://www.youtube.com/watch?v=Kp2IJ0z-_1U,,,,,,
"La Navidad, Cecilia Echenique",El Tamborilero,,,villancico,Chile,http://www.youtube.com/watch?v=jK17KQrWWlI&feature=player_embedded#!,,,,,,
"La Navidad, Cecilia Echenique",Los Peces en el Río,,,,Chile,http://www.youtube.com/watch?v=07FjX4R1d-s&feature=player_embedded,,,,,,
"La Navidad, Cecilia Echenique",Vayamos Cristianos (Adestes Fideles),,,,Chile,http://www.youtube.com/watch?v=MqtSOhUuiI8&feature=player_embedded#!,,,,,,
"La Navidad, Don Omar",El Tamborilero,,,villancico,Puerto,http://www.youtube.com/watch?v=qn__2N2tCag&feature=player_embedded#!,,,,,,
"La Navidad, Gloria Estefan",Noche de paz,,,"English and Spanish, video that contrasts the lyrics",U.S./Cuba,http://www.dailymotion.com/video/k6j4b4MmpDVp27goEt?start=19#from=embed,,,,,,
"La Navidad, La Oreja de Van Gogh",Noche de paz,,,,Spain,http://www.youtube.com/watch?v=JLvlvEakZEs&feature=player_embedded,,,,,,
"La Navidad, Luis Miguel",Noche de paz,,,animated by unknown person,México,http://www.youtube.com/watch?v=1BwdL6aiGe8,,,,,,
"La Navidad, Raphael",El Tamborilero,,,villancico,Spain,http://www.youtube.com/watch?v=0BxgVTtYb4M&feature=player_embedded,,,,,,
La Ogra,Gazpacho,,gazpacho,"parody, but contains all ingredients for gazpacho",Spain,http://www.youtube.com/watch?feature=player_embedded&v=Wqq4wD9izk0,,,,,,
La Oreja de Van Gogh,El Primer Dia del resto de mi vida,"preterite, including quise",,,Spain,https://www.youtube.com/watch?v=nx75SH02Vcw,,,,,,
La Oreja de Van Gogh,El último vals,present indicative,,,Spain,http://www.youtube.com/watch?v=sn16HYzOpKo,,,,,,
La Oreja de Van Gogh,En mi lado del sofá,"present subjunctive, future ",love,,Spain,http://www.youtube.com/watch?v=ZFXKTeBPQw8,,,,,,
La Oreja de Van Gogh,"jueves, 11 marzo",reflexive verbs,love,terrorism,Spain,http://www.youtube.com/watch?v=UNafsteZPaw;  http://www.youtube.com/watch?v=vtXmIudDONA&feature=related,,,,,,
La Oreja de Van Gogh,La Niña que llora en tus fiestas,present indicative; preterite dar,"mírame, cada vez",,Spain,http://www.youtube.com/watch?v=zAlsSqlxxyI,,,,,,
La Oreja de Van Gogh,Otra vez me has sacado a bailar,object pronouns,,,Spain,http://www.youtube.com/watch?v=7xyDIYWR0Qk,,,,,,
La Oreja de Van gogh with Natalia Lafourcade,Maria,,,"is this about the March 13 Tugboat massacre, Cuba?",Spain & México,https://www.youtube.com/watch?v=1d8mLCULOqs,,,,,,
La Quinta Estación,Me muero,,,"educational video, images match words",Spain,http://www.youtube.com/watch?v=1MMYNG0U7ak&feature=player_embedded#!,,,,,,
La Santa Cecilia,Ice el hielo,,Immigration,ICE: U.S. Immigration and Customs Enforcement,México/U.S.,http://www.youtube.com/watch?v=XDWT0BpzfU8&feature=player_embedded#!,,,,,,
La Santa Cecilia,La Monedita,,,light hearted but thoughtful message on the value of money,U.S.,https://www.youtube.com/watch?v=mYERIeIYzMA,,,,,,
La Santa Cecilia,La Negra ,,,"filmed in El Callejón, Salinas, California",México/ U.S.,http://www.youtube.com/watch?v=lSjaTWoTT4I&feature=player_embedded,,,,,,
La Santa Cecilia,La Negra/ calavera version,,,Día de los muertos,México,http://www.youtube.com/watch?v=9JvgBIuozKU&feature=player_embedded,,,,,,
La Sonora Santanera,La Arena (Cumbia de los luchadores),"imperfect, commands",luchalibre,,México,http://www.youtube.com/watch?v=K8KGX9nH7co&feature=player_embedded,http://bilinguish.wordpress.com/2012/07/24/la-arena/,,,,,
La sonrisa de Julia,Puedo,puedo ; future,opposites,surfing,Spain,http://www.youtube.com/watch?v=4XbN0RjUktE&feature=player_embedded,,,,,,
Lady Gaga,Americano,,,,U.S.,http://www.youtube.com/watch?v=Sgdhez1xXn8,,,,,,
"Lafourcade, Natalia",Azul,subjunctive with emotion,,,Mexico,,,,,,,
"Lafourcade, Natalia and Garcia, Leonel", Confieso,Preterite,,quirky video,México,https://www.youtube.com/watch?v=GGj_gRRDA4s,,,,,,
"Larregui, Leon",Brillas,preterite versus present indicative,,from the group Zoe,México,http://www.youtube.com/watch?v=Mcj75l2gJcY,,,,,,
Las Azafatas,Dos Salidas de emergencia,future,airplane vocabulary,"líneas aéereas, comandante, tripulación, volar, destino, asientos, etc.",,http://www.youtube.com/watch?v=XXMOw5OoWhY&feature=player_embedded#!,http://bilinguish.wordpress.com/2012/07/26/si-las-azafatas-cantaran/,,,,,
Las Cafeteras,La Bamba Rebelde,,,immigration; alternate La Bamba,U.S.,http://www.youtube.com/watch?v=9xv-FjbXaqk&feature=player_embedded,,,,,,
Las Cafeteras,La Bamba Rebelde,,,Immigration,U.S.,https://www.youtube.com/watch?v=9xv-FjbXaqk,,,,,,
Las Hijas del Sol,Ay! Corazón,se me  ,no me digas que no,,Ecuatorial Guinea,http://www.youtube.com/watch?v=SfyqITP9B48&feature=player_embedded#!,,,,,,
Las Hijas del Sol,Yo tengo la luz,present indicative,,,Ecuatorial Guinea,http://www.youtube.com/watch?v=9Xuw2qgRu3g&feature=related,,,,,,
Las Pelotas,Personalmente,future,,images of Argentina,Argentina,https://www.youtube.com/watch?v=843sGpiT5iw,,,,,,
Las Rakas,Abrázame,,,,Puerto Rico,,,,,,,
Lasso,No pares de bailar,para,,,Venezuela,http://www.youtube.com/watch?v=1xXuKvtOlaw,,,,,,
Lasso,Sin otro sentido,,,,Venezuela,http://www.youtube.com/watch?v=NyvMQtnXphE&feature=plcp,,,,,,
Lasso,Te veo,,,,Venezuela,http://www.youtube.com/watch?feature=player_embedded&v=eVOqCjdWtaQ,,,,,,
"Lavoe, Héctor",Periódico de ayer,,"journalism, media",,Puerto Rico,,,,,,,
"Lertxundi, Benito",Baldorba,,,País Vasco,Spain,http://www.youtube.com/watch?v=HQCezmeLTfA&feature=player_embedded,,,,,,
Leslie Grace,Be My Baby,,,Spanish/English,Dominican Republic,http://www.youtube.com/watch?feature=player_embedded&v=P-qMpPK9QPo,,,,,,
Leslie Grace,Be My Baby official video,,,"Spanglish, bachata version",Dominican Republic,https://www.youtube.com/watch?feature=player_embedded&v=WcUgA5-UN20,,,,,,
Leslie Grace,Premios Juventud Entrevista,,,,U.S./ La República Dominicana,http://www.youtube.com/watch?v=PS_4V4NbLZM&feature=player_embedded,,,,,,
Leslie Grace,Will u still love me tomorrow,,,English and Spanish;bachata,U.S./La República Dominicana,http://www.youtube.com/watch?v=USrflLJfZBE&feature=player_embedded,,,,,,
Loona,Vamos a la playa,vamos a,,"use only the lyric video, not the official; repetitive, catchy",Holland/Spain,https://www.youtube.com/watch?feature=player_embedded&v=mVkRhVC1yN8#at=154,,,,,,
"Lopez, Jennifer y Anthony, Marc",No me ames,affirmative/negative commands,,,Puerto Rico/U.S.,http://www.youtube.com/watch?v=QsjdOGbL9VQ&feature=player_embedded#!,,,,,,
"Lopez, Jennifer y Pit Bull",Ven a Bailar (On the Floor) 2011,affirmative commands,Lambada," 7, Llorando se fue melody, beat","Puerto Rico, U.S.",http://www.youtube.com/watch?v=UZ_v2QIJrmk&feature=player_embedded,,,,,,
Lori Meyer,¿A-ha han vuelto?,familiar commands,,,,http://www.youtube.com/watch?v=gT4brUzbuYQ&feature=related,,,,,,
Los Amigos Invisibles,Gerundio,gerunds,,,Venezuela,http://www.youtube.com/watch?feature=player_embedded&v=bbC1RX2Cfkc,,,,,,
Los Auténticos Decadentes,Llegó el doctor,present subjunctive,"dolor, dolerse, receta",,Argentina,http://www.youtube.com/watch?v=j-KhnaO6wMs,,,,,,
Los Bunkers,Bailando solo,que/de,,"""high school friendly"" video, boy sees girl,e tc.",Chile,http://www.youtube.com/watch?v=ChKqrwa7Ylw,,,,,,
Los Cafres,Tus ojos,,"ojos, corazon","use of vos: sos, podes",Argentina,https://www.youtube.com/watch?v=UdITqp3EmHI,,,,,,
Los Coyotes`,300 Kilos,,,learning the Spanish speaking countries,Spain?,http://www.youtube.com/watch?v=4j2H1eEzUhQ; ,,,,,,
Los Daniels,En el mismo tren,present participle,"viajar, vagon, tren",,México,https://www.youtube.com/watch?v=b2L2ArSnskM,,,,,,
Los del rio,Macarena (Original version),,,,,http://www.youtube.com/watch?v=XiBYM6g8Tck&feature=player_embedded#!,,,,,,
"Los Gigantes, Daniel Calderón  ",La Señal,,,,Colombia,http://www.youtube.com/watch?v=yLO58Oj1HHA,,,,,,
Los Hermanos Ortiz,Superman es ilegal,,immigration,"immigration, norteño",Mexico?,,,,,,,
Los Horoscopos de Durango,Antes Muerta que sencilla,present subjunctive,"makeup, beauty",remake of the original by Maria Isabel,México,http://www.youtube.com/watch?v=x7JtaLKHqUE#at=41,,,,,,
Los Huasos Quincheros?,Si vas para Chile,,,,Chile,,,,,,,
Los Jaivas,Todos juntos,"ser/estar, present indicative","nature, politics",important song for Chileans by a group that had to go into exile during the Pinochet years,Chile,http://www.youtube.com/watch?v=zWKqatBLX58; http://www.youtube.com/watch?v=b6fPjcXfNTQ&a=GxdCwVVULXc7BbuvOk_zA1xKqsJewcpb,,,,,,
Los Kjarkas,Llorando se fue  1981,,Lambada," 1,  Llorando se fue, original Modern version",Bolivia,http://www.youtube.com/watch?v=mT4T5GyGqRQ,,,,,,
Los Lobos,La Pistola y el corazón,"present indicative: saber, sentir, decir, tener; object pronoun attached to infinitive",,,U.S. ,https://www.youtube.com/watch?v=iF5bcJzVMw0,,,,,,
Los Lobos,La pistola y el corazón,"saber, present indicative, object pronouns on infinitive","love, nature",,U.S. ,http://www.youtube.com/watch?v=F55zS4iFXeI&feature=related; http://www.youtube.com/watch?v=iF5bcJzVMw0,,,,,,
Los Lobos y Antonio Banderas,Canción del mariachi,,,from the movie Desperado,,http://www.youtube.com/watch?v=TY3F5A9L3V0&feature=related,,,,,,
Los Pelaos,Duele,,,,Venezuela,http://www.youtube.com/watch?v=z6rl_J5ONuQ,,,,,,
Los Perez García,Magdalena,"present indicative, pretérito, imperfecto",,"scenes from Buenos Aires, Argentina",Argentina,http://www.youtube.com/watch?v=cbkViFZL5dA&feature=player_embedded#!,,,,,,
Los Pileteros,Asado,,,asado…images and song,Argentina,https://www.youtube.com/watch?v=Rox0byr_OXs,,,,,,
Los Pimpollos,Compartir,common verbs,,,Perú,http://www.youtube.com/watch?v=56RPdU4T9jk&feature=related,,,,,,
Los Pimpollos,Cuidemos el agua,common verbs,environment,,Perú,http://www.youtube.com/watch?v=jyOTqkEOBCY&feature=related,,,,,,
Los Pimpollos,El abecedario,,ABC's,,Perú,http://www.youtube.com/watch?v=ls6lKSb49Tc&feature=related,,,,,,
Los Pimpollos,La lluvia,present subjunctive,,,Perú,http://www.youtube.com/watch?v=NwFfa08chw0&feature=youtu.be,,,,,,
Los Pimpollos,Las verduras,,"vegetables, rico, ricuras",,Perú,http://www.youtube.com/watch?v=Ig6n3t0PjDA&feature=related,,,,,,
Los Pimpollos,Los alimentos,verb + infinitive,,,Perú,http://www.youtube.com/watch?v=BbwkWTM4KU4&feature=related,,,,,,
Los Pimpollos,Ratas Tortícolis,,,"Que llueva, que llueva song",Perú,http://www.youtube.com/watch?v=yemAzb9w1sI&feature=related,,,,,,
Los Pimpollos,Viajando con papá,,"travel, directions",bus station,Perú,http://www.youtube.com/watch?v=HXUicSDaxcs&feature=related,,,,,,
Los Pimpollos,Visitan Coca Cola,,,,Perú,http://www.youtube.com/watch?v=4jvBfjWsFDA&feature=related,,,,,,
Los Pinguinos del Norte,México-Americano ,,,Immigration,México,https://www.youtube.com/watch?v=ep1GSUQCaWk AND old video footage: https://www.youtube.com/watch?v=W3DEcLXysU0#t=36,,,,,,
Los planetas,Un buen día,present perfect,daily routine,,Spain,http://www.youtube.com/watch?v=cIp4cxoYzuA&feature=player_embedded#!,,,,,,
Los Primos MX,De ti todo lo sé,"present indicative: ser, estar, saber, andar, pensar, conocer, gustar, molestar",,,México,https://www.youtube.com/watch?v=comv0N-i49A,,,,,,
Los Primos MX,Mi Bello Angel,present indicative; preterite/imperfect,irregular verbs/stem change present/past,,México,https://www.youtube.com/watch?v=2BbcKFQpjDU,,,,,,
Los Rakas,Hip-Hop,,,"Raka:  Panamanian slang for ghetto ""folk"" ",Panamá,http://www.youtube.com/watch?v=Hu1eg8ZUuJg&feature=player_embedded#at=31,,,,,,
Los Rakas,Soy Raka,,,,Panamá,http://www.youtube.com/watch?v=7JtZ06ZRezo,,,,,,
Los Rakas,Vengo de Panamá,,"family, clothing",cultural identification,Panamá,http://www.youtube.com/watch?v=Gj_TjxVe9Oc&feature=player_embedded  ; student created video with vocabulary from song: http://www.youtube.com/watch?v=5gLTEUQfjbY&feature=youtu.be,,,,,,
Los Redd,La del Facebook,si clauses,,social media,El Salvador,http://www.youtube.com/watch?v=fOcOaHmJodM,,,,,,
Los Redd,Todo mi amor,,,,El Salvador,http://www.youtube.com/watch?v=s7YpCnGOtFU&feature=player_embedded#at=16,,,,,,
Los Reyes Vagos,Frenesí,querer que subjunctive,,,Guatemala,http://www.youtube.com/watch?v=WeXF4SmDfGs,,,,,,
Los Tigres del Norte,Por Amor ,,,"Mexico, immigration",México,http://www.youtube.com/watch?v=Cs188Gf4qBM,,,,,,
"Lovato, Demi y Alboran, Pablo",Solamente Tu,"present subjunctive; subject pronoun Tu, over and over",,,U.S./Spain, https://www.youtube.com/watch?feature=player_embedded&v=uoD6fNe4lwc    ;http://www.youtube.com/watch?v=cIfRLfFFCBE,,,,,,
"Love, Toby",Amores como el tuyo,preterite,,,U.S. ,,,,,,,
"Lu, Fanny",Fanfarrón,object pronouns; preterite,,video questionable for high school,Venezuela,http://www.youtube.com/watch?v=gqm_Ke0Wscw&ob=av2n,,,,,,
"Lu, Fanny",No te pido flores,present subjunctive,,,Colombia,http://www.youtube.com/watch?v=4fjaBAp359Q&feature=related,,,,,,
"Lu, Fanny",Te va a costar lalala,multiple tenses; diminutives,,,Venezuela,https://www.youtube.com/watch?v=esjVvytJhX0,,,,,,
"Lu, Fanny",Tú no eres para mí,,,,Colombia,http://www.youtube.com/watch?v=ZepwVXqiewo&feature=channel,,,,,,
"Lu, Fanny & Chino y Nacho",Don Juan,,,Don Juan,Venezuela,http://www.youtube.com/watch?feature=player_embedded&v=LKTUCGfxqPI ; https://www.youtube.com/watch?v=XIFXHtjuS1s,,,,,,
"Luengo, Beatriz ft. Jesús Navarro",Ley de Newton,pres/past subjunctive,,Jesús Navarro de Reik; reference to Newton's Law,Spain/México,http://www.youtube.com/watch?v=i5-xDGXOVMQ&feature=player_embedded    http://www.youtube.com/watch?v=4KV-4H1XwuE&feature=player_embedded#!,,,,,,
Macaco,Con la mano levanta,"future, gerunds",,,Spain,http://www.youtube.com/watch?v=lkrqgCH0zho&feature=related,,,,,,
Macaco,Hacen faltan dos,,,mundial 2010,Spain,interview: http://www.youtube.com/watch?v=Hl1F9DkGrhA&feature=related ; http://www.youtube.com/watch?v=PJJpBJyCAV8&feature=related,,,,,,
Macaco,Hacen faltan dos,,,FIFA  2010 videogame,Spain,http://www.youtube.com/watch?v=PJJpBJyCAV8&feature=related,,,,,,
Macaco,Mama Tierra,,,"ecology, save the earth",Spain,http://www.youtube.com/watch?v=n-d1CyCW7Xs ; con letras:  http://www.youtube.com/watch?v=QhRViL4GOX8&feature=player_embedded#at=30,,,,,,
Macaco,Movin',,,"ecology, save the earth",Spain,http://www.youtube.com/watch?v=XXvt8OJLNCg ;  con letras:  http://www.youtube.com/watch?v=GAb2wf5oI8s&feature=player_embedded#at=21,,,,,,
Macaco,Tengo,"present indicative, tener, venir, volver",,,Spain,http://www.youtube.com/watch?v=RkCf2Ee7sXE,,,,,,
Macaco y Fito,Puerto Presente,,,,Spain,http://www.youtube.com/watch?v=Na5n0bD4T9k&feature=player_embedded,,,,,,
"MacArthur, Barbara","Spanish alphabet song, military style",,,,U.S.,http://www.youtube.com/watch?v=JUcu9PUh9_A,,,,,,
Maffio,No tengo dinero,"tengo, present indicative",,Spanish/English; food images,Colombia,https://www.youtube.com/watch?feature=player_embedded&v=kAueSgz_MNw,,,,,,
"Magan, Juan y Belinda",Te voy a esperar,present perfect; object pronouns; subjunctive,weather,video is for Tadeo el explorador perdido from Peru,"México, Spain",http://www.youtube.com/watch?feature=player_embedded&v=lIe4VHXpftg,,,,,,
Maía,Antídoto,"present indicative, preterite",,"soy, eres, es, ganas, pones, quiero, me duele, piensa, pierde, entiendes, di dio, quise, supiste, hice",Colombia,https://www.youtube.com/watch?v=lvZq2MdBF0Y,,,,,,
Makano,Déjame entrar,many tenses,,,Panamá,http://www.youtube.com/watch?v=GJhDN_4U-a8&feature=channel,,,,,,
Makano,Te amo,many tenses,,,Panamá,http://www.youtube.com/watch?v=V0eWmFEoJ14&feature=related,,,,,,
Makano feat. Josenid,Su nombre en mi cuaderno,,,,Panamá,http://www.youtube.com/watch?v=VF2mMIgn1iw,,,,,,
Making Movies,Aguanile (cover),,,,U.S.,https://www.youtube.com/watch?v=OI16_Pkm3KA,,,,,,
Making Movies,Cuna de vida,,,,U.S.,https://www.youtube.com/watch?v=SUQk1Zt5jtM,,,,,,
Making Movies,La Tormenta,,,Immigration,U.S.,https://www.youtube.com/watch?v=QYm5RjCLUfs#t=46,,,,,,
Maldita Nerea,¿No podríamos ser agua?,aunque + present subjunctive; conditional; many tenses,,,Spain,http://www.youtube.com/watch?v=169XOC9Eynk    http://www.youtube.com/watch?v=p5sdDMcJ_RQ,,,,,,
Malú,Blanco y Negro,present indicative with some irregulars,,,Spain,http://www.youtube.com/watch?v=jq9ztRHMg44&feature=player_embedded,,,,,,
Mana,Desapariciones,,,"Argentina in the 70's and 80's, the disappearances of people",México,http://www.youtube.com/watch?feature=player_embedded&v=q-s9IK8zA70#!,,,,,,
Maná,¿Dónde jugarán los niños?,future,"pollution, contamination",,México,http://www.youtube.com/watch?v=9Z2fCp8dA5Q&feature=related,,,,,,
Maná,Drama y Luz documentary English/Spanish,,,,México,http://www.youtube.com/watch?v=_SSPF6ZnIY8,,,,,,
Maná,En el muelle de San Blas,"preterite, imperfect ",,,México,http://www.youtube.com/watch?v=teprNzF6J1I&feature=related,,,,,,
Maná,Hasta que te conocí,past tenses,jamás,,México,http://www.youtube.com/watch?v=t2K7Zt7EU_Y&feature=player_embedded,,,,,,
Maná,Lluvia al corazón,affirmative commands; future,nature,,México,http://www.youtube.com/watch?v=HDhQuMR_EGI ;http://www.youtube.com/watch?v=HDhQuMR_EGI&playnext=1&list=PL4D159107273F2C0B&index=1  ,,,,,,
Maná,Lluvia al corazón,,,con letras,México,http://www.youtube.com/watch?v=HDhQuMR_EGI,,,,,,
Maná,Mis ojos,"present indicative,present progressive",parts of the body,,México,http://www.youtube.com/watch?v=Rlt5MoxyY5w,,,,,,
Maná,Pobre Juan,preterite,,Immigration,México,,,,,,,
Maná,Pobre Juan,preterite/imperfect,,immigration,México,,,,,,,
Maná,Vivir sin aire,,,,México,http://www.youtube.com/watch?v=8ge7eYq9JfQ,,,,,,
"Maná con Santana, Willy Nelson",Claro que se puede,,,Arizona/lmmigration,"México, U.S.",http://msnlatino.telemundo.com/entretenimiento/Billboard_en_Espanol/video_player?uuid=1eab4a8d-221d-4122-9fa9-f4d69314f00c,,,,,,
Maná with Prince Royce,El Verdadero Amor Perdona,,,,"México, U.S.",http://www.youtube.com/watch?v=PqYr_MQW-lQ&feature=relmfu,,,,http://www.youtube.com/watch?v=7Wo4m0MLDxg,,
Maná with Santana,Corazón Espinado,past participle,"duele, me duele",,"Mexico, U.S.",http://www.youtube.com/watch?v=hFO0Nrr5z-U,,,,,,
Mane de la Parra,Parte de mi,many tenses,"family, love",song from Mi Mejor Regalo movie,México,https://www.youtube.com/watch?v=HU855o51p_I,,,,,,
Mango Punch,Qué me pongo?,,clothing,,,http://www.youtube.com/watch?v=rwWG2wheNhs&feature=player_embedded#!,,,,,,
Manu Chao,Santa Maradona,,soccer,French/Spanish soccer  Maradona,Spain/Argentina,http://www.youtube.com/watch?v=0d-XmZRgshY&feature=player_embedded#!,,,,,,
"Manuk, Fabian",Te pido perdón,"por, preterite, present",pedir ,,Argentina,http://www.youtube.com/watch?v=kJuXMtN8S-A&feature=results_main&playnext=1&list=PLBDAFB7BE47EBD2CF,,,,,,
Mara,DJ Dale Play,,,used in Zumba,Colombia,http://www.youtube.com/watch?v=GG5LSjC7YrQ,,,,,,
Mara,Oye,,,,Colombia,http://www.youtube.com/watch?v=fRbiYGxAaFw,,,,,,
Mara ft. Beto Perez,Crazy Love,,,used in zumba,Colombia,http://www.youtube.com/watch?v=7Tmi1OxTibs,,,,,,
Marcando Territorio,Canción por la defensa del territorio de Bajamar de Buenaventura,,,le da voz a las víctimas de violencia,Colombia,http://www.youtube.com/watch?v=8WJ-sLnFrhU,,,,,,
Maria Isabel,Antes Muerta que sencilla,present subjunctive,"makeup, beauty",9 year old winner of Eurovision,Spain,http://www.youtube.com/watch?v=lOKXWC9ZxMw,,,,,,
Mariachi Cabos,Jailhouse Rock in Spanish,,,,U.S.,http://www.youtube.com/watch?v=IMaOs7Jl18A&feature=c4-overview&list=UUH5zhArJC4_wTYA6Ne_OlbQ,,,,,,
Marie Kiss La Joue,Así yo voy,,,images of Buenos Aires,Argentina,https://www.youtube.com/watch?v=KyDM6Jx7CaQ,,,,,,
Marilanne con Chino y Nacho,Sé que esta noche será,será,,,Venezuela,http://www.youtube.com/watch?feature=player_embedded&v=jGK3pon2QmY,,,,,,
Marlyn,Need you now,,,Spanish version I need you now/country hit by lady Antebellum,Domincan Republic,https://www.youtube.com/watch?feature=player_embedded&v=GAn0lqFG_sY#t=44,,,,,,
"Martin, Dani",Caminar,,,song for Spain? Better days?,Spain,http://www.melty.es/dani-martin-escucha-caminar-su-nuevo-single-a132470.html  ;  http://www.youtube.com/watch?v=CcgVnf3Ie9A,,,,,,
"Martin, Dani",Cero,past tenses; present subjunctive with querer,volver a ,Former leader El Canto del Loco,Spain,http://www.youtube.com/watch?v=vYNzA7bTM4w,,,,,,
"Martin, Ricky",Come with me Spanish version,,,Spanglish,Puerto Rico,http://www.youtube.com/watch?v=R5jcBGQXMnI,,,,,,
"Martin, Ricky",Copa de Vida/Cup of Life,,,1999 Grammy's,Puerto Rico,http://www.youtube.com/watch?v=TOQx9XE2xdM&feature=player_embedded#at=248,,,,,,
"Martin, Ricky",La Copa de la vida,,,"English/Spanish, soccer",Puerto Rico,http://www.youtube.com/watch?v=8BkYKwHLXiU&feature=player_embedded#!,,,,,,
"Martin, Ricky",Más,,,,Puerto Rico,http://www.youtube.com/watch?v=Q8fDPPIuQvo,,,,,,
"Martin, Ricky",No importa la distancia  Go the Distance,,"sonar, goals",from the Disney movie Hercules,"Puerto Rico, U.S.",https://www.youtube.com/watch?v=ZVDnKr8Dmrk,,,,,,
"Martin, Ricky",Raza de mil colores,,race,"race, ethnicity",Puerto Rico,Dicho: somos leña de un mismo fuego,,,,,,
"Martin, Ricky y Natalia Jiménez",Lo mejor de mi vida eres tú,,,,Puerto Rico,http://www.youtube.com/watch?v=c5NPixjP9CU,,,,,,
"Martínez, India",Vencer al amor,preterite/imperfect,vencer,,Spain,http://www.youtube.com/watch?v=bcj6u041mDA&ob=av3e,,,,,,
"Mateo, Abraham",Senorita,diminutives,,Spanish/English 15 years old; like a Justin Bieber,Spain,http://www.youtube.com/watch?v=3X-E5KJEawg&feature=player_embedded,,,,,,
Mazapan,Tortuga Concha,,,animals,Chile,https://www.youtube.com/watch?feature=player_embedded&v=lSbglkxlq6A,,,,,,
MC Magic,Eres mis princesa,eres,me vuelve loco,,,http://www.youtube.com/watch?feature=player_embedded&v=8ShAl9quEf4,,,,,,
McDonald's ,Me encanta 2003,,me encanta; sabroso,,,http://www.youtube.com/watch?v=cUw7Lv40akw&feature=player_embedded#at=16,,,,,,
McDonald's / DVCCIO,Despierta tu sonrisa,,,campaign in Spain with DVCCIO,Spain,https://www.youtube.com/watch?v=1YjkEXu2ueA,,,,,,
Melendi,Cheque al portamor,,,probably not for high school,Spain,https://www.youtube.com/watch?v=qdySinddDHw,,,,,,
Melendi,Me gusta el fútbol,me gusta,,soccer,,http://www.youtube.com/watch?v=uEdYlmAXO2A,,,,,,
"Méndez, Kinito",Cachamba,,,"merengue, tongue twister",Domincan Republic,,,,,,,
Merche,Si te marchas,informal negative commands,,,Spain,http://www.youtube.com/watch?v=DfRkaiO5HWI,,,,,,
Mexico,Estado de Mexico,,,"travel across Mexico, no text, only music and images",México,http://www.youtube.com/watch?feature=player_embedded&v=Ch_hOzWOvG0#,,,,,,
Mexico,Yucatan,,,"travel across the Yucatan, music and images",México,http://www.youtube.com/watch?feature=player_embedded&v=HtOE1RZraLY#,,,,,,
México,Este es mi México,,,"beautiful video of México, culture",México,http://www.youtube.com/watch?v=cahCSixwtkQ&feature=player_embedded,,,,,,
México,Todo el mundo es música,,,"series of 6 videos for music in Argentina, Cuba, Mexico, Honduras, Peru",México,http://www.rtve.es/alacarta/videos/todo-el-mundo-es-musica/,,,,,,
Mi Karma Gonzalez,Mi almita,,,reggae,Argentina,http://www.youtube.com/watch?feature=player_embedded&v=gwJOHz9didk,,,,,,
"Miguel Ríos, Ana Belén, Victor Manuel, and Joan Manuel Serrat",Himno a la alegría,affirmative commands,basic vocabulary,based it on the last movement of Beethoven’s 9th symphony,Spain,http://www.youtube.com/watch?v=aOl-69SD1hA&feature=player_embedded#at=177,,,,,,
"Miguel, Luis",Blanca Navidad,,,,Mexico,,,,,,,
"Miguel, Luis",Llegó la Navidad,,,,Mexico,,,,,,,
"Miguel, Luis",Mi humilde oración,video for Colombia,"landmines, war in Colombia",My grown up Christmas list,,http://www.youtube.com/watch?v=JECsQzdOOGg,,,,,,
"Miguel, Luis",Santa Claus llegó a la ciudad,,,Christmas; with lyrics,México,http://www.youtube.com/watch?v=vFwA2SeAiFA,,,,,,
Miranda,Lo que siento por ti,oject pronouns,love,,Argentina,,,,,,,
Mocedades,Eres Tu,,,"the classic from 1973, Eurovision",Spain,http://www.youtube.com/watch?v=JUQnlXsISvg,,,,,,
